CASE;QUESTNNR;MODE;SD01;SD02;SD03_01;SD06;SD07;SD08;SD09;CM01;CM02;CM03;CM04;CM05;CM06;CM07;CM08;CM09;CM10;CM11;CM12;CM13;CM14;TIME001;TIME002;TIME003;TIME004;TIME005;TIME006;TIME007;TIME_SUM;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME;type
1293;TCM-Survey;interview;2;1;52;7;1;11;2;1;1;2;1;1;7;5;4;1;1;1;1;1;1;6;9;32;38;15;21;45;166;1;0;7;7;0;0;1,39;20;2
1295;TCM-Survey;interview;1;1;57;6;1;5;2;1;1;4;1;1;4;5;5;1;2;2;2;1;3;32;22;51;80;29;44;145;403;1;0;7;7;0;0;0,55;0;2
1297;TCM-Survey;interview;5;1;38;5;1;7;1;1;2;1;2;2;5;1;1;1;1;1;3;1;1;8;7;29;644;17;24;26;160;1;0;7;7;0;0;1,25;19;2
1299;TCM-Survey;interview;1;1;36;3;1;5;1;1;1;5;1;1;3;3;7;1;1;2;3;1;2;11;11;33;101;26;33;54;269;1;0;7;7;0;0;0,9;4;2
1300;TCM-Survey;interview;1;1;45;5;1;5;2;1;1;2;2;2;7;6;5;1;1;1;1;1;1;24;13;42;104;24;32;143;382;1;0;7;7;0;0;0,67;0;2
1305;TCM-Survey;interview;3;2;35;7;1;5;2;1;2;1;4;4;4;1;1;2;2;1;2;2;1;7;8;28;21;13;21;25;123;1;0;7;7;4;3;1,67;34;2
1306;TCM-Survey;interview;1;1;61;5;3;12;2;1;1;2;1;1;6;6;6;1;1;4;4;1;2;10;7;24;58;16;29;50;194;1;0;7;7;0;0;1,2;13;2
1307;TCM-Survey;interview;1;2;47;4;1;12;1;1;1;5;1;2;6;5;5;1;1;4;4;1;3;18;11;43;43;28;42;39;224;1;0;7;7;0;0;0,89;2;2
1308;TCM-Survey;interview;1;1;61;3;3;4;1;1;1;5;1;1;7;5;4;1;1;4;4;1;4;59;8;33;42;33;30;74;279;1;0;7;7;0;0;0,83;4;2
1310;TCM-Survey;interview;5;1;60;4;1;7;1;1;1;2;1;1;5;5;4;1;2;1;1;1;3;49;13;45;104;40;74;107;432;1;0;7;7;0;0;0,52;0;2
1312;TCM-Survey;interview;5;1;36;5;1;4;1;1;1;2;2;1;4;2;2;1;2;1;2;2;1;9;7;48;39;19;24;55;201;1;0;7;7;0;0;1,16;11;2
1313;TCM-Survey;interview;1;1;37;4;1;6;1;1;1;2;1;1;1;5;5;1;2;5;5;1;3;21;15;37;60;21;30;51;235;1;0;7;7;4;3;0,84;0;2
1314;TCM-Survey;interview;1;2;45;5;1;7;2;1;1;2;4;2;3;3;4;2;2;3;4;2;1;30;11;59;48;46;24;45;263;1;0;7;7;4;4;0,8;1;2
1315;TCM-Survey;interview;1;2;56;3;1;4;1;1;1;2;2;1;7;4;2;1;1;1;2;2;1;47;17;84;126;39;60;84;457;1;0;7;7;0;0;0,46;0;2
1316;TCM-Survey;interview;2;1;50;4;1;5;1;1;2;1;3;2;5;1;1;2;2;4;5;1;4;13;10;22;28;18;20;18;129;1;0;7;7;0;0;1,5;25;2
1323;TCM-Survey;interview;1;1;43;3;1;7;1;1;1;5;1;2;4;4;7;1;1;1;1;1;5;18;12;59;78;23;46;129;365;1;0;7;7;0;0;0,68;0;2
1324;TCM-Survey;interview;1;1;53;3;1;12;2;1;1;1;1;1;8;9;7;2;2;3;3;2;1;9;16;84;112;79;86;79;465;1;0;7;7;4;3;0,63;6;2
1331;TCM-Survey;interview;2;1;27;6;1;7;1;1;1;3;2;1;7;5;4;2;2;1;1;1;4;28;9;37;51;25;24;66;240;1;0;7;7;0;0;0,88;1;2
1333;TCM-Survey;interview;1;1;40;3;1;6;1;1;1;2;1;1;7;3;2;1;1;3;4;1;2;22;9;57;62;28;24;69;271;1;0;7;7;0;0;0,81;1;2
1334;TCM-Survey;interview;3;2;49;8;1;11;2;1;1;3;3;2;7;6;2;2;2;1;3;2;1;5;8;26;36;19;16;32;142;1;0;7;7;0;0;1,58;30;2
1335;TCM-Survey;interview;1;1;55;3;1;5;2;1;1;4;1;1;5;5;6;1;2;3;3;1;3;13;12;35;71;27;25;42;225;1;0;7;7;4;3;0,95;3;2
1336;TCM-Survey;interview;1;2;41;5;3;5;2;1;1;3;2;1;2;3;5;1;2;4;4;1;4;15;8;34;47;19;18;33;174;1;0;7;7;0;0;1,18;9;2
1337;TCM-Survey;interview;1;1;45;4;1;6;1;1;1;5;1;1;4;7;5;1;1;4;5;1;5;17;6;36;60;30;21;56;226;1;0;7;7;0;0;1,01;6;2
1339;TCM-Survey;interview;1;1;41;4;1;5;1;1;2;1;1;1;2;1;1;2;2;1;2;1;1;8;7;32;35;15;27;43;167;1;0;7;7;0;0;1,33;17;2
1340;TCM-Survey;interview;1;1;57;4;1;10;1;1;1;5;2;1;7;7;6;1;2;3;2;1;5;99;10;47;62;39;36;55;265;1;0;7;7;0;0;0,68;0;2
1341;TCM-Survey;interview;1;2;53;8;1;11;1;1;2;-9;3;3;7;1;1;1;1;1;1;1;2;15;9;24;23;12;22;29;134;1;0;7;7;4;4;1,46;23;2
1343;TCM-Survey;interview;3;1;69;3;3;4;1;1;1;5;1;1;7;7;6;1;2;5;5;1;2;35;23;74;105;33;50;104;424;1;0;7;7;4;3;0,48;0;2
1344;TCM-Survey;interview;1;1;46;3;1;6;1;1;1;2;1;2;4;4;7;1;1;3;3;1;2;17;8;34;237;25;25;41;387;1;0;7;7;0;0;0,91;3;2
1345;TCM-Survey;interview;1;1;43;8;1;8;2;1;1;5;1;1;5;5;2;1;1;1;1;1;5;16;12;25;56;15;20;48;192;1;0;7;7;0;0;1,1;7;2
1346;TCM-Survey;interview;1;1;49;6;1;12;2;1;1;2;2;1;2;1;1;1;1;1;1;1;2;5;9;34;35;17;31;26;157;1;0;7;7;0;0;1,47;27;2
1348;TCM-Survey;interview;5;1;35;5;1;4;1;1;1;4;1;2;4;3;2;2;2;2;2;1;3;19;7;36;48;23;22;42;197;1;0;7;7;0;0;1,06;5;2
1350;TCM-Survey;interview;1;1;45;3;1;4;1;1;1;2;3;1;1;7;6;1;1;3;3;1;2;24;16;43;70;29;34;50;266;1;0;7;7;0;0;0,74;0;2
1351;TCM-Survey;interview;1;1;48;7;1;11;2;1;1;3;1;1;7;4;3;2;2;1;2;1;2;8;8;32;50;23;54;64;239;1;0;7;7;0;0;1,06;10;2
1352;TCM-Survey;interview;5;1;34;5;1;5;2;1;1;3;4;1;7;5;3;1;1;1;1;1;3;13;10;47;48;24;32;66;240;1;0;7;7;0;0;0,9;2;2
1353;TCM-Survey;interview;1;1;75;4;3;8;1;1;1;2;1;1;4;3;2;1;1;1;2;1;2;16;16;50;63;31;36;69;281;1;0;7;7;4;3;0,73;0;2
1354;TCM-Survey;interview;1;1;35;3;6;4;2;1;1;3;2;1;8;9;7;1;1;3;4;1;2;22;12;36;38;28;30;71;237;1;0;7;7;0;0;0,86;2;2
1356;TCM-Survey;interview;2;1;27;6;1;4;2;1;1;2;2;2;5;2;2;2;2;1;1;1;1;19;32;44;44;25;34;46;244;1;0;7;7;0;0;0,8;1;2
1357;TCM-Survey;interview;1;2;39;3;6;5;1;1;1;2;2;1;2;5;5;1;1;3;3;1;2;22;11;30;54;28;27;62;234;1;0;7;7;0;0;0,88;1;2
1358;TCM-Survey;interview;1;1;35;4;1;6;2;1;1;2;1;1;3;2;3;1;1;1;1;1;2;9;6;28;33;18;19;40;153;1;0;7;7;0;0;1,4;20;2
1360;TCM-Survey;interview;3;1;27;6;1;6;2;1;2;1;3;3;4;1;1;2;2;1;2;2;1;23;9;35;55;22;23;36;203;1;0;7;7;0;0;1;4;2
1361;TCM-Survey;interview;5;1;53;4;1;9;2;1;1;2;1;3;4;7;6;1;2;1;2;1;2;29;24;69;100;30;47;77;376;1;0;7;7;0;0;0,54;0;2
1362;TCM-Survey;interview;2;1;60;4;1;7;2;1;1;2;1;2;4;3;2;1;1;3;3;1;1;11;8;26;38;15;25;52;175;1;0;7;7;0;0;1,23;12;2
1363;TCM-Survey;interview;1;1;58;3;4;1;1;1;1;4;1;1;5;6;5;1;1;5;5;1;4;13;14;48;121;34;27;48;305;1;0;7;7;4;3;0,8;2;2
1364;TCM-Survey;interview;2;1;80;7;3;11;1;1;2;1;6;2;7;1;1;2;2;1;2;1;2;15;11;43;35;25;50;66;245;1;0;7;7;4;3;0,89;3;2
1366;TCM-Survey;interview;5;1;56;4;1;12;2;1;1;5;1;1;1;9;6;2;2;3;4;1;4;5;13;27;66;29;41;46;227;1;0;7;7;0;0;1,16;18;2
1368;TCM-Survey;interview;5;1;59;3;5;12;1;1;1;5;1;1;8;9;7;1;2;2;2;1;5;15;10;41;53;28;36;49;232;1;0;7;7;4;4;0,89;0;2
1371;TCM-Survey;interview;5;2;45;8;1;11;2;1;2;1;4;4;7;1;1;2;2;1;2;2;1;6;6;35;34;26;20;26;153;1;0;7;7;0;0;1,51;27;2
1373;TCM-Survey;interview;2;1;36;7;1;6;1;1;1;2;7;2;5;4;2;2;2;1;1;2;1;13;5;32;102;12;26;63;253;1;0;7;7;4;4;1,17;14;2
1374;TCM-Survey;interview;1;2;;8;1;12;2;1;2;2;4;4;3;1;1;2;2;1;2;2;1;5;6;30;28;18;20;29;136;1;0;7;7;8;8;1,65;34;2
1375;TCM-Survey;interview;3;2;57;7;1;8;1;1;2;1;2;1;4;2;1;1;1;1;2;1;1;20;21;60;66;27;51;51;296;1;0;7;7;0;0;0,68;0;2
1376;TCM-Survey;interview;1;2;80;3;3;7;1;1;1;1;1;1;4;1;1;1;2;1;1;1;1;20;16;48;48;23;49;50;254;1;0;7;7;0;0;0,79;0;2
1377;TCM-Survey;interview;2;2;33;6;1;11;2;1;1;3;2;1;5;5;2;2;2;1;1;1;3;9;15;38;47;16;25;43;193;1;0;7;7;0;0;1,11;8;2
1378;TCM-Survey;interview;2;1;56;6;3;6;2;1;1;2;2;1;2;4;5;1;1;2;2;1;1;13;11;33;58;20;23;40;198;1;0;7;7;0;0;1,04;4;2
1382;TCM-Survey;interview;2;1;43;7;2;2;1;1;1;3;1;1;4;4;6;2;2;1;2;1;2;22;10;34;34;16;45;38;199;1;0;7;7;0;0;1,03;7;2
1383;TCM-Survey;interview;3;1;53;7;1;12;1;1;2;1;7;6;6;1;1;1;1;1;1;1;2;9;12;36;58;27;38;60;240;1;0;7;7;0;0;0,95;6;2
1384;TCM-Survey;interview;1;1;28;7;1;3;1;1;1;2;3;1;7;3;2;2;2;1;1;2;1;12;8;65;45;19;26;32;207;1;0;7;7;0;0;1,1;8;2
1386;TCM-Survey;interview;1;2;49;5;1;6;1;1;1;1;3;1;5;1;1;2;2;1;2;1;1;7;6;30;34;26;25;35;163;1;0;7;7;0;0;1,38;21;2
1387;TCM-Survey;interview;5;1;65;2;3;5;1;1;1;3;1;1;7;6;4;1;2;4;4;1;2;16;21;44;85;28;48;98;340;1;0;7;7;0;0;0,65;0;2
1388;TCM-Survey;interview;2;1;52;5;5;12;1;1;1;1;1;3;2;1;1;2;2;1;1;1;1;39;29;52;68;23;41;141;393;1;0;7;7;4;4;0,57;0;2
1389;TCM-Survey;interview;1;1;55;2;3;-9;1;1;1;3;3;1;3;3;2;1;1;1;2;1;2;18;15;63;59;25;34;58;272;1;0;7;7;8;8;0,76;0;2
1396;TCM-Survey;interview;5;1;50;7;1;9;2;1;1;3;1;1;5;4;5;1;1;3;3;1;3;20;10;40;57;31;61;50;269;1;0;7;7;0;0;0,79;0;2
1397;TCM-Survey;interview;5;2;68;2;3;4;1;1;1;3;1;1;6;6;3;2;2;1;2;1;4;46;27;64;83;43;42;72;377;1;0;7;7;8;7;0,51;0;2
1398;TCM-Survey;interview;2;1;39;7;5;5;1;1;1;4;1;1;4;5;5;1;1;3;3;1;3;13;8;22;39;19;32;45;178;1;0;7;7;0;0;1,18;10;2
1399;TCM-Survey;interview;3;1;37;8;1;7;2;1;2;1;5;2;3;1;1;2;2;1;3;2;1;13;9;39;24;18;19;54;176;1;0;7;7;0;0;1,23;13;2
1400;TCM-Survey;interview;1;1;40;7;1;8;2;1;1;4;1;1;7;4;2;2;2;1;1;1;4;12;6;35;53;16;18;95;235;1;0;7;7;0;0;1,15;12;2
1404;TCM-Survey;interview;2;1;56;4;1;5;1;1;1;3;1;1;1;5;3;2;2;2;2;1;1;20;12;46;67;23;30;100;298;1;0;7;7;0;0;0,76;0;2
1405;TCM-Survey;interview;2;1;27;6;1;5;2;1;1;5;3;2;4;7;5;2;2;1;2;1;2;13;6;65;67;19;19;39;228;1;0;7;7;0;0;1,1;10;2
1406;TCM-Survey;interview;1;1;54;3;4;2;1;1;2;1;1;1;3;1;1;1;1;1;5;1;1;17;11;43;50;32;32;74;259;1;0;7;7;0;0;0,81;0;2
1410;TCM-Survey;interview;1;2;44;7;1;9;2;1;1;2;1;1;2;2;5;2;2;1;1;1;1;46;17;77;2244;28;45;75;337;1;0;7;7;0;0;0,47;0;2
1411;TCM-Survey;interview;2;1;67;3;3;5;1;1;1;3;1;1;7;7;4;1;1;1;1;1;2;9;14;23;61;13;24;33;177;1;0;7;7;4;3;1,26;17;2
1414;TCM-Survey;interview;1;1;52;4;1;9;1;1;1;2;1;1;7;4;4;1;1;1;3;1;1;27;9;22;45;19;28;56;206;1;0;7;7;4;3;1,03;6;2
1419;TCM-Survey;interview;1;1;63;2;3;5;2;2;1;5;1;1;1;5;6;1;1;4;4;1;5;25;17;41;103;41;83;68;378;1;0;7;7;4;3;0,58;0;2
1420;TCM-Survey;interview;5;1;51;5;1;9;1;1;1;2;2;2;5;4;2;1;1;3;2;1;2;31;15;34;42;18;25;32;197;1;0;7;7;0;0;0,99;6;2
1424;TCM-Survey;interview;1;1;51;3;1;6;2;1;1;2;1;1;8;5;7;1;1;3;3;1;3;20;14;33;99;42;37;84;329;1;0;7;7;0;0;0,69;1;2
1426;TCM-Survey;interview;1;1;57;5;3;6;1;1;1;5;1;1;7;6;6;1;1;1;2;1;5;27;15;31;52;20;26;46;217;1;0;7;7;0;0;0,9;1;2
1427;TCM-Survey;interview;5;2;62;7;3;11;1;1;1;1;2;1;7;2;1;1;1;1;2;1;1;29;10;34;43;18;37;75;246;1;0;7;7;0;0;0,88;2;2
1428;TCM-Survey;interview;2;1;54;4;1;8;1;1;1;5;1;1;7;7;6;1;1;3;3;1;5;11;14;28;47;23;30;27;180;1;0;7;7;4;4;1,13;11;2
1429;TCM-Survey;interview;5;2;56;3;2;5;1;1;1;4;1;1;3;7;6;1;1;1;1;1;3;14;13;41;50;19;25;54;216;1;0;7;7;0;0;0,95;1;2
1433;TCM-Survey;interview;2;1;24;6;6;4;1;1;1;2;3;1;3;2;2;2;2;1;4;1;2;20;9;33;32;16;23;55;188;1;0;7;7;0;0;1,1;8;2
1434;TCM-Survey;interview;2;2;71;8;3;11;2;1;1;2;5;5;7;3;2;2;2;1;1;2;1;23;10;56;46;19;46;54;254;1;0;7;7;0;0;0,84;1;2
1435;TCM-Survey;interview;2;2;52;7;1;10;1;1;1;4;1;1;7;5;3;2;2;1;2;1;4;9;5;24;91;18;20;51;218;1;0;7;7;0;0;1,3;19;2
1440;TCM-Survey;interview;3;1;53;5;1;7;1;1;1;5;2;1;7;7;4;1;1;1;1;1;5;17;14;43;55;21;47;61;258;1;0;7;7;0;0;0,8;0;2
1441;TCM-Survey;interview;1;1;52;8;1;12;1;1;2;1;3;1;5;2;2;1;1;1;1;1;2;23;15;40;68;19;39;40;244;1;0;7;7;4;3;0,83;1;2
1443;TCM-Survey;interview;2;1;55;3;1;6;2;1;1;2;1;1;6;4;3;1;1;3;3;1;3;11;9;39;75;25;29;34;222;1;0;7;7;4;3;1,02;7;2
1445;TCM-Survey;interview;5;2;48;7;1;9;1;1;1;5;2;1;7;9;7;1;1;1;1;1;2;27;10;57;73;31;64;76;338;1;0;7;7;0;0;0,65;0;2
1446;TCM-Survey;interview;5;1;25;6;6;4;1;1;1;2;1;1;4;4;4;1;1;1;4;1;2;13;6;29;58;17;21;40;184;1;0;7;7;0;0;1,21;12;2
1447;TCM-Survey;interview;1;2;53;4;1;6;2;1;1;3;1;1;2;3;7;2;2;3;5;1;3;14;22;53;71;28;53;38;279;1;0;7;7;0;0;0,77;3;2
1448;TCM-Survey;interview;1;1;40;6;1;9;2;1;2;1;4;2;2;1;1;2;2;1;1;2;1;19;9;34;28;18;27;37;172;1;0;7;7;0;0;1,15;9;2
1450;TCM-Survey;interview;3;1;56;3;1;4;2;1;1;3;1;1;4;4;3;1;2;3;5;1;2;22;18;49;52;31;36;57;265;1;0;7;7;0;0;0,73;0;2
1455;TCM-Survey;interview;1;2;;-9;-9;-9;-9;1;2;1;1;1;4;1;1;1;1;1;1;2;1;26;21;75;66;24;25;13;250;1;0;7;7;32;32;1,02;18;2
1460;TCM-Survey;interview;2;1;63;4;1;5;1;1;1;2;1;1;8;3;6;1;2;3;4;1;3;34;10;34;62;26;25;97;288;1;0;7;7;0;0;0,79;0;2
1461;TCM-Survey;interview;1;1;55;3;4;1;1;1;1;3;2;2;1;1;1;1;2;1;2;1;3;23;12;35;49;19;28;61;227;1;0;7;7;0;0;0,89;1;2
1462;TCM-Survey;interview;1;1;25;6;1;12;1;1;1;5;1;1;7;5;3;1;1;1;1;1;5;26;9;42;58;19;19;41;214;1;0;7;7;4;4;0,99;4;2
1463;TCM-Survey;interview;5;1;49;8;1;12;2;1;2;1;5;5;7;1;1;2;2;1;1;1;1;18;7;26;30;14;31;16;142;1;0;7;7;0;0;1,49;27;2
1465;TCM-Survey;interview;5;1;48;8;1;12;2;1;1;3;1;1;8;9;7;1;1;1;1;1;3;20;19;37;50;20;31;30;207;1;0;7;7;4;4;0,95;4;2
1467;TCM-Survey;interview;1;2;72;3;3;7;1;1;1;5;1;1;5;5;4;4;2;5;5;1;3;28;12;35;78;22;66;37;278;1;0;7;7;4;3;0,8;2;2
1468;TCM-Survey;interview;3;2;55;4;1;12;2;1;2;1;3;3;2;1;1;1;2;1;3;2;1;11;7;31;38;18;23;23;151;1;0;7;7;0;0;1,36;18;2
1470;TCM-Survey;interview;2;1;65;7;1;12;2;1;1;2;3;3;2;1;1;1;1;1;1;1;1;15;10;34;44;16;38;73;230;1;0;7;7;0;0;0,97;3;2
1471;TCM-Survey;interview;2;2;37;3;1;7;2;1;1;2;1;1;1;5;6;2;2;1;1;1;4;7;13;29;46;16;20;37;168;1;0;7;7;0;0;1,3;17;2
1472;TCM-Survey;interview;5;1;40;5;1;12;1;1;1;5;1;1;5;4;4;1;1;2;3;1;5;15;7;36;39;20;27;25;169;1;0;7;7;0;0;1,22;11;2
1474;TCM-Survey;interview;5;2;50;8;1;11;2;1;2;1;5;5;8;1;1;2;2;1;1;2;1;9;8;58;36;14;31;55;211;1;0;7;7;0;0;1,15;13;2
1476;TCM-Survey;interview;2;1;60;-9;1;6;1;2;4;7;2;2;6;9;7;1;1;1;3;1;1;26;17;57;73;29;40;213;455;1;0;7;7;4;4;0,58;0;2
1478;TCM-Survey;interview;2;2;46;5;1;9;1;1;1;1;5;5;3;1;1;2;2;1;1;1;1;5;4;80;21;10;18;20;158;1;0;7;7;0;0;2;55;2
1480;TCM-Survey;interview;1;2;52;7;1;11;2;1;1;5;1;1;1;7;6;2;2;3;3;1;5;7;5;26;64;18;31;50;201;1;0;7;7;4;3;1,32;20;2
1482;TCM-Survey;interview;2;1;75;4;3;6;1;1;1;3;7;2;5;4;4;1;2;2;3;1;2;28;8;35;60;22;35;62;250;1;0;7;7;0;0;0,86;2;2
1490;TCM-Survey;interview;2;2;55;4;1;8;2;1;1;1;1;1;5;1;1;1;2;1;2;1;1;9;5;30;38;18;40;44;184;1;0;7;7;0;0;1,29;17;2
1492;TCM-Survey;interview;5;2;57;3;1;12;2;1;1;5;1;4;7;4;2;1;1;1;3;1;5;15;6;29;41;16;25;33;165;1;0;7;7;4;3;1,26;13;2
1496;TCM-Survey;interview;2;1;47;3;5;4;1;1;1;2;2;1;4;1;1;1;1;4;-9;1;1;54;36;67;118;41;74;151;541;1;0;7;7;8;8;0,38;0;2
1503;TCM-Survey;interview;1;1;71;5;3;6;1;1;1;2;2;2;5;5;2;2;2;1;1;1;2;22;16;34;58;21;32;66;249;1;0;7;7;0;0;0,81;0;2
1518;TCM-Survey;interview;2;1;45;4;1;12;1;1;1;5;1;1;4;6;5;1;1;3;2;1;5;61;11;26;84;24;22;49;277;1;0;7;7;0;0;0,86;4;2
1522;TCM-Survey;interview;2;1;33;5;1;4;1;1;1;4;2;2;7;3;2;1;1;1;2;2;1;10;10;31;41;20;21;49;182;1;0;7;7;0;0;1,16;8;2
1531;TCM-Survey;interview;2;1;53;3;1;8;2;1;1;2;1;7;7;5;7;1;2;1;4;1;2;76;10;58;121;27;46;112;450;1;0;7;7;4;3;0,56;0;2
1533;TCM-Survey;interview;3;1;25;6;1;7;2;1;1;3;1;1;6;4;2;2;2;1;1;1;2;7;11;36;85;20;30;88;277;1;0;7;7;0;0;1,02;9;2
1535;TCM-Survey;interview;1;2;29;4;1;5;1;1;1;5;3;2;6;4;4;1;2;2;4;1;5;3;4;19;35;16;30;28;135;1;0;7;7;0;0;1,79;57;2
1537;TCM-Survey;interview;2;1;31;7;1;12;1;1;1;2;1;1;3;4;4;1;1;2;1;1;2;15;11;35;54;22;31;40;208;1;0;7;7;0;0;0,97;2;2
1540;TCM-Survey;interview;1;2;81;2;3;12;1;1;1;3;1;1;3;4;4;1;1;3;3;1;3;22;8;41;110;51;25;34;291;1;0;7;7;0;0;0,86;4;2
1542;TCM-Survey;interview;2;1;30;3;6;4;2;1;2;1;5;5;2;1;1;2;2;1;1;2;1;18;8;31;50;17;18;48;190;1;0;7;7;0;0;1,11;7;2
1543;TCM-Survey;interview;2;2;58;6;5;12;1;1;1;2;3;1;8;9;7;1;1;1;2;1;2;17;14;45;65;26;65;82;314;1;0;7;7;0;0;0,7;0;2
1545;TCM-Survey;interview;2;2;55;3;1;8;1;1;1;5;2;1;7;6;5;1;2;1;1;1;4;9;8;33;44;16;32;64;206;1;0;7;7;0;0;1,14;11;2
1547;TCM-Survey;interview;5;1;45;7;1;9;2;1;1;4;1;1;5;4;4;1;1;1;1;1;2;37;9;100;104;29;36;46;361;1;0;7;7;0;0;0,68;1;2
1553;TCM-Survey;interview;5;2;39;4;1;7;2;1;1;3;1;2;2;4;5;2;2;3;3;2;1;4;6;27;35;15;21;54;162;1;0;7;7;0;0;1,54;35;2
1554;TCM-Survey;interview;1;1;45;6;1;7;1;1;1;5;1;2;7;7;3;1;2;3;1;1;5;25;11;69;117;41;26;57;346;1;0;7;7;0;0;0,68;0;2
1555;TCM-Survey;interview;2;1;47;3;1;10;1;1;1;2;3;1;7;2;2;1;1;1;1;2;1;17;5;45;84;16;21;129;317;1;0;7;7;0;0;1,02;10;2
1556;TCM-Survey;interview;1;1;54;8;1;7;1;1;1;3;2;1;2;5;5;1;1;3;3;1;4;16;9;31;113;22;32;34;257;1;0;7;7;0;0;0,96;4;2
1557;TCM-Survey;interview;1;2;26;6;6;1;1;1;1;4;1;1;5;4;2;1;4;1;4;1;2;12;4;29;29;12;17;23;126;1;0;7;7;0;0;1,7;35;2
1561;TCM-Survey;interview;1;1;48;6;1;12;2;-9;1;5;1;1;7;7;6;1;2;4;4;1;2;14;9;29;44;30;32;370;204;1;0;7;7;8;7;0,88;4;2
1562;TCM-Survey;interview;2;1;23;3;1;12;1;1;1;7;1;1;7;4;7;1;2;4;4;2;-9;6;18;90;52;14;13;54;247;1;0;7;7;8;8;1,25;22;2
1571;TCM-Survey;interview;1;1;33;3;1;-9;1;1;1;2;1;1;7;6;2;1;1;1;1;1;3;11;18;31;43;17;21;32;173;1;0;7;7;4;4;1,16;11;2
1574;TCM-Survey;interview;1;2;;4;5;12;2;1;2;1;5;4;4;1;1;2;2;1;3;2;1;5;10;34;31;20;11;21;132;1;0;7;7;8;8;1,73;38;2
1575;TCM-Survey;interview;1;2;28;7;1;9;2;1;2;1;5;4;7;1;1;2;2;1;1;2;1;64;7;23;16;9;22;19;160;1;0;7;7;0;0;1,72;42;2
1576;TCM-Survey;interview;2;1;42;4;1;6;1;1;1;5;2;1;6;5;5;1;1;1;1;1;4;18;10;33;66;16;22;63;228;1;0;7;7;4;3;0,98;3;2
1579;TCM-Survey;interview;2;1;45;3;1;5;1;1;1;2;2;1;3;3;2;1;1;2;3;1;3;10;11;232;57;31;23;33;201;1;0;7;7;4;4;0,95;8;2
1581;TCM-Survey;interview;2;1;55;6;1;9;2;1;1;2;1;1;6;2;2;1;1;3;3;1;1;11;6;22;44;19;17;30;149;1;0;7;7;0;0;1,42;21;2
1583;TCM-Survey;interview;2;1;49;8;1;12;2;1;2;1;3;1;5;1;1;1;2;1;1;1;1;26;9;32;36;14;26;25;168;1;0;7;7;4;3;1,21;13;2
1584;TCM-Survey;interview;2;1;63;6;1;8;1;1;2;1;4;1;7;1;1;2;2;1;3;2;1;8;7;49;34;22;27;42;189;1;0;7;7;0;0;1,22;14;2
1586;TCM-Survey;interview;2;2;27;3;1;7;2;1;2;1;4;3;4;1;1;2;2;1;2;2;1;10;6;25;42;11;17;45;156;1;0;7;7;0;0;1,45;23;2
1587;TCM-Survey;interview;2;2;71;7;3;9;1;1;1;2;2;1;7;3;2;1;2;1;1;1;2;52;16;55;111;18;63;63;378;1;0;7;7;0;0;0,61;1;2
1588;TCM-Survey;interview;2;2;42;8;1;8;2;1;2;1;5;5;2;1;1;2;2;1;1;2;1;7;9;26;31;11;16;24;124;1;0;7;7;0;0;1,67;33;2
1589;TCM-Survey;interview;2;1;37;7;1;6;2;1;2;1;5;7;5;1;1;2;2;1;1;2;1;8;5;43;28;10;20;43;157;1;0;7;7;0;0;1,56;29;2
1592;TCM-Survey;interview;5;1;40;5;1;7;2;1;2;1;5;3;4;1;1;2;2;1;2;1;1;5;7;33;44;20;21;42;172;1;0;7;7;0;0;1,42;22;2
1594;TCM-Survey;interview;2;1;22;6;1;6;2;1;4;7;5;3;4;1;1;2;2;1;1;1;1;6;7;50;42;19;26;32;182;1;0;7;7;0;0;1,35;20;2
1595;TCM-Survey;interview;2;1;35;4;1;7;2;1;2;2;4;2;5;3;2;1;4;1;1;2;1;11;16;142;119;23;24;116;451;1;0;7;7;0;0;0,72;4;2
1597;TCM-Survey;interview;2;2;33;7;1;9;1;1;2;1;4;3;3;1;1;2;2;1;1;2;1;16;14;28;24;11;15;48;156;1;0;7;7;0;0;1,35;20;2
1598;TCM-Survey;interview;2;1;38;6;6;5;2;1;2;1;5;2;4;-9;1;1;1;5;5;1;1;20;6;25;32;13;15;47;158;1;0;7;7;4;4;1,37;20;2
1600;TCM-Survey;interview;5;1;68;7;3;5;1;1;1;4;3;1;3;5;4;1;1;3;4;1;3;19;12;62;111;26;33;33;296;1;0;7;7;0;0;0,8;3;2
1605;TCM-Survey;interview;2;1;31;7;1;5;1;1;1;4;1;1;4;4;1;1;2;1;1;1;4;5;12;57;87;31;28;90;310;1;0;7;7;0;0;1,01;16;2
1607;TCM-Survey;interview;2;2;25;6;6;2;2;1;1;1;3;5;4;1;1;1;2;1;1;1;1;32;9;75;38;13;38;30;235;1;0;7;7;0;0;1,02;11;2
1608;TCM-Survey;interview;2;1;60 Jahre;5;3;9;2;1;1;1;3;2;3;1;1;1;2;1;3;1;1;33;14;62;63;27;45;89;333;1;0;7;7;4;3;0,62;0;2
1609;TCM-Survey;interview;2;1;39;4;1;6;1;1;1;1;2;2;4;1;1;2;2;1;1;1;1;19;11;35;53;17;27;84;246;1;0;7;7;0;0;0,91;1;2
